name,pokedex_number,percentage_male,type1,type2,classification,capture_rate,base_egg_steps,abilities,experience_growth,base_happiness,hp,attack,defense,sp_attack,sp_defense,speed,generation,is_legendary,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
Tangrowth,465,50.0,grass,No Secondary Type,Vine ,30,5120,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",1000000,70,100,100,125,110,50,50,4,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Electivire,466,75.4,electric,No Secondary Type,Thunderbolt ,30,6400,"['Motor Drive', 'Vital Spirit']",1000000,70,75,123,67,95,85,95,4,0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Magmortar,467,75.4,fire,No Secondary Type,Blast ,30,6400,"['Flame Body', 'Vital Spirit']",1000000,70,75,95,67,125,95,83,4,0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Togekiss,468,88.1,fairy,flying,Jubilee ,30,2560,"['Hustle', 'Serene Grace', 'Super Luck']",800000,70,85,50,95,120,115,80,4,0,0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
Yanmega,469,50.0,bug,flying,Ogre Darner ,30,5120,"['Speed Boost', 'Tinted Lens', 'Frisk']",1000000,70,86,76,86,116,56,95,4,0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
Leafeon,470,88.1,grass,No Secondary Type,Verdant ,45,8960,"['Leaf Guard', 'Chlorophyll']",1000000,35,65,110,130,60,65,95,4,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Glaceon,471,88.1,ice,No Secondary Type,Fresh Snow ,45,8960,"['Snow Cloak', 'Ice Body']",1000000,35,65,60,110,130,95,65,4,0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
Gliscor,472,50.0,ground,flying,Fang Scorp ,30,5120,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",1059860,70,75,95,125,45,75,95,4,0,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0
Mamoswine,473,50.0,ice,ground,Twin Tusk ,50,5120,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1250000,70,110,130,80,70,60,80,4,0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0
Porygon-Z,474,50.0,normal,No Secondary Type,Virtual ,30,5120,"['Adaptability', 'Download', 'Analytic']",1000000,70,85,80,70,135,75,90,4,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gallade,475,100.0,psychic,fighting,Blade ,45,5120,"['Steadfast', 'Justified']",1250000,35,68,165,95,65,115,110,4,0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
Probopass,476,50.0,rock,steel,Compass ,60,5120,"['Sturdy', 'Magnet Pull', 'Sand Force']",1000000,70,60,55,145,75,150,40,4,0,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
Dusknoir,477,50.0,ghost,No Secondary Type,Gripper ,45,6400,"['Pressure', 'Frisk']",800000,35,45,100,135,65,135,45,4,0,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
Froslass,478,0.0,ice,ghost,Snow Land ,75,5120,"['Snow Cloak', 'Cursed Body']",1000000,70,70,80,70,80,70,110,4,0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0
Rotom,479,50.0,electric,ghost,Plasma ,45,5120,['Levitate'],1000000,70,50,65,107,105,107,86,4,0,0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0
Uxie,480,50.0,psychic,No Secondary Type,Knowledge ,3,20480,['Levitate'],1250000,140,75,75,130,75,130,95,4,1,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Mesprit,481,50.0,psychic,No Secondary Type,Emotion ,3,20480,['Levitate'],1250000,140,80,105,105,105,105,80,4,1,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Azelf,482,50.0,psychic,No Secondary Type,Willpower ,3,20480,['Levitate'],1250000,140,75,125,70,125,70,115,4,1,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Dialga,483,50.0,steel,dragon,Temporal ,3,30720,"['Pressure', 'Telepathy']",1250000,0,100,120,120,150,100,90,4,1,0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5
Palkia,484,50.0,water,dragon,Spatial ,3,30720,"['Pressure', 'Telepathy']",1250000,0,90,120,100,150,120,100,4,1,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25
Heatran,485,50.0,fire,steel,Lava Dome ,3,2560,"['Flash Fire', 'Flame Body']",1250000,100,91,90,106,130,106,77,4,1,0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0
Regigigas,486,50.0,normal,No Secondary Type,Colossal ,3,30720,['Slow Start'],1250000,0,110,160,110,80,110,100,4,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Giratina,487,50.0,ghost,dragon,Renegade ,3,30720,"['Pressure', 'Telepathy', 'Levitate']",1250000,0,150,120,100,120,100,90,4,1,0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5
Cresselia,488,0.0,psychic,No Secondary Type,Lunar ,3,30720,['Levitate'],1250000,100,120,70,120,75,130,85,4,1,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Phione,489,50.0,water,No Secondary Type,Sea Drifter ,30,10240,['Hydration'],1250000,70,80,80,80,80,80,80,4,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Manaphy,490,50.0,water,No Secondary Type,Seafaring ,3,2560,['Hydration'],1250000,70,100,100,100,100,100,100,4,1,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Darkrai,491,50.0,dark,No Secondary Type,Pitch-Black ,3,30720,['Bad Dreams'],1250000,0,70,90,90,135,90,125,4,1,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Shaymin,492,50.0,grass,grass,Gratitude ,45,30720,"['Natural Cure', 'Serene Grace']",1059860,100,100,103,75,120,75,127,4,1,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Arceus,493,50.0,normal,No Secondary Type,Alpha ,3,30720,['Multitype'],1250000,0,120,120,120,120,120,120,4,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Victini,494,50.0,psychic,fire,Victory ,3,30720,['Victory Star'],1250000,100,100,100,100,100,100,100,5,1,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0
Snivy,495,88.1,grass,No Secondary Type,Grass Snake ,45,5120,"['Overgrow', 'Contrary']",1059860,70,45,45,55,45,55,63,5,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Servine,496,88.1,grass,No Secondary Type,Grass Snake ,45,5120,"['Overgrow', 'Contrary']",1059860,70,60,60,75,60,75,83,5,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Serperior,497,88.1,grass,No Secondary Type,Regal ,45,5120,"['Overgrow', 'Contrary']",1059860,70,75,75,95,75,95,113,5,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Tepig,498,88.1,fire,No Secondary Type,Fire Pig ,45,5120,"['Blaze', 'Thick Fat']",1059860,70,65,63,45,45,45,45,5,0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Pignite,499,88.1,fire,fighting,Fire Pig ,45,5120,"['Blaze', 'Thick Fat']",1059860,70,90,93,55,70,55,55,5,0,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
Emboar,500,88.1,fire,fighting,Mega Fire Pig ,45,5120,"['Blaze', 'Reckless']",1059860,70,110,123,65,100,65,65,5,0,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
Oshawott,501,88.1,water,No Secondary Type,Sea Otter ,45,5120,"['Torrent', 'Shell Armor']",1059860,70,55,55,45,63,45,45,5,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Dewott,502,88.1,water,No Secondary Type,Discipline ,45,5120,"['Torrent', 'Shell Armor']",1059860,70,75,75,60,83,60,60,5,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Samurott,503,88.1,water,No Secondary Type,Formidable ,45,5120,"['Torrent', 'Shell Armor']",1059860,70,95,100,85,108,70,70,5,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Patrat,504,50.0,normal,No Secondary Type,Scout ,255,3840,"['Run Away', 'Keen Eye', 'Analytic']",1000000,70,45,55,39,35,39,42,5,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Watchog,505,50.0,normal,No Secondary Type,Lookout ,255,5120,"['Illuminate', 'Keen Eye', 'Analytic']",1000000,70,60,85,69,60,69,77,5,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Lillipup,506,50.0,normal,No Secondary Type,Puppy ,255,3840,"['Vital Spirit', 'Pickup', 'Run Away']",1059860,70,45,60,45,25,45,55,5,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Herdier,507,50.0,normal,No Secondary Type,Loyal Dog ,120,3840,"['Intimidate', 'Sand Rush', 'Scrappy']",1059860,70,65,80,65,35,65,60,5,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Stoutland,508,50.0,normal,No Secondary Type,Big-Hearted ,45,3840,"['Intimidate', 'Sand Rush', 'Scrappy']",1059860,70,85,110,90,45,90,80,5,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Purrloin,509,50.0,dark,No Secondary Type,Devious ,255,5120,"['Limber', 'Unburden', 'Prankster']",1000000,70,41,50,37,50,37,66,5,0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Liepard,510,50.0,dark,No Secondary Type,Cruel ,90,5120,"['Limber', 'Unburden', 'Prankster']",1000000,70,64,88,50,88,50,106,5,0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Pansage,511,88.1,grass,No Secondary Type,Grass Monkey ,190,5120,"['Gluttony', 'Overgrow']",1000000,70,50,53,48,53,48,64,5,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Simisage,512,88.1,grass,No Secondary Type,Thorn Monkey ,75,5120,"['Gluttony', 'Overgrow']",1000000,70,75,98,63,98,63,101,5,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Pansear,513,88.1,fire,No Secondary Type,High Temp ,190,5120,"['Gluttony', 'Blaze']",1000000,70,50,53,48,53,48,64,5,0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Simisear,514,88.1,fire,No Secondary Type,Ember ,75,5120,"['Gluttony', 'Blaze']",1000000,70,75,98,63,98,63,101,5,0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Panpour,515,88.1,water,No Secondary Type,Spray ,190,5120,"['Gluttony', 'Torrent']",1000000,70,50,53,48,53,48,64,5,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Simipour,516,88.1,water,No Secondary Type,Geyser ,75,5120,"['Gluttony', 'Torrent']",1000000,70,75,98,63,98,63,101,5,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Munna,517,50.0,psychic,No Secondary Type,Dream Eater ,190,2560,"['Forewarn', 'Synchronize', 'Telepathy']",800000,70,76,25,45,67,55,24,5,0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Musharna,518,50.0,psychic,No Secondary Type,Drowsing ,75,2560,"['Forewarn', 'Synchronize', 'Telepathy']",800000,70,116,55,85,107,95,29,5,0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Pidove,519,50.0,normal,flying,Tiny Pigeon ,255,3840,"['Big Pecks', 'Super Luck', 'Rivalry']",1059860,70,50,55,50,36,30,43,5,0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
Tranquill,520,50.0,normal,flying,Wild Pigeon ,120,3840,"['Big Pecks', 'Super Luck', 'Rivalry']",1059860,70,62,77,62,50,42,65,5,0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
Unfezant,521,50.0,normal,flying,Proud ,45,3840,"['Big Pecks', 'Super Luck', 'Rivalry']",1059860,70,80,115,80,65,55,93,5,0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
Blitzle,522,50.0,electric,No Secondary Type,Electrified ,190,5120,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1000000,70,45,60,32,50,32,76,5,0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Zebstrika,523,50.0,electric,No Secondary Type,Thunderbolt ,75,5120,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1000000,70,75,100,63,80,63,116,5,0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Roggenrola,524,50.0,rock,No Secondary Type,Mantle ,255,3840,"['Sturdy', 'Weak Armor', 'Sand Force']",1059860,70,55,75,85,25,25,15,5,0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
Boldore,525,50.0,rock,No Secondary Type,Ore ,120,3840,"['Sturdy', 'Weak Armor', 'Sand Force']",1059860,70,70,105,105,50,40,20,5,0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
Gigalith,526,50.0,rock,No Secondary Type,Compressed ,45,3840,"['Sturdy', 'Sand Stream', 'Sand Force']",1059860,70,85,135,130,60,80,25,5,0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
Woobat,527,50.0,psychic,flying,Bat ,190,3840,"['Unaware', 'Klutz', 'Simple']",1000000,70,65,45,43,55,43,72,5,0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
Swoobat,528,50.0,psychic,flying,Courting ,45,3840,"['Unaware', 'Klutz', 'Simple']",1000000,70,67,57,55,77,55,114,5,0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
Drilbur,529,50.0,ground,No Secondary Type,Mole ,120,5120,"['Sand Rush', 'Sand Force', 'Mold Breaker']",1000000,70,60,85,40,30,45,68,5,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Excadrill,530,50.0,ground,steel,Subterrene ,60,5120,"['Sand Rush', 'Sand Force', 'Mold Breaker']",1000000,70,110,135,60,50,65,88,5,0,0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0
Audino,531,50.0,normal,No Secondary Type,Hearing ,255,5120,"['Healer', 'Regenerator', 'Klutz']",800000,70,103,60,126,80,126,50,5,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Timburr,532,75.4,fighting,No Secondary Type,Muscular ,180,5120,"['Guts', 'Sheer Force', 'Iron Fist']",1059860,70,75,80,55,25,35,35,5,0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
Gurdurr,533,75.4,fighting,No Secondary Type,Muscular ,90,5120,"['Guts', 'Sheer Force', 'Iron Fist']",1059860,70,85,105,85,40,50,40,5,0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
Conkeldurr,534,75.4,fighting,No Secondary Type,Muscular ,45,5120,"['Guts', 'Sheer Force', 'Iron Fist']",1059860,70,105,140,95,55,65,45,5,0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
Tympole,535,50.0,water,No Secondary Type,Tadpole ,255,5120,"['Swift Swim', 'Hydration', 'Water Absorb']",1059860,70,50,50,40,50,40,64,5,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Palpitoad,536,50.0,water,ground,Vibration ,120,5120,"['Swift Swim', 'Hydration', 'Water Absorb']",1059860,70,75,65,55,65,55,69,5,0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
Seismitoad,537,50.0,water,ground,Vibration ,45,5120,"['Swift Swim', 'Poison Touch', 'Water Absorb']",1059860,70,105,95,75,85,75,74,5,0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
Throh,538,100.0,fighting,No Secondary Type,Judo ,45,5120,"['Guts', 'Inner Focus', 'Mold Breaker']",1000000,70,120,100,85,30,85,45,5,0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
Sawk,539,100.0,fighting,No Secondary Type,Karate ,45,5120,"['Sturdy', 'Inner Focus', 'Mold Breaker']",1000000,70,75,125,75,30,75,85,5,0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
Sewaddle,540,50.0,bug,grass,Sewing ,255,3840,"['Swarm', 'Chlorophyll', 'Overcoat']",1059860,70,45,53,70,40,60,42,5,0,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5
Swadloon,541,50.0,bug,grass,Leaf-Wrapped ,120,3840,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",1059860,70,55,63,90,50,80,42,5,0,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5
Leavanny,542,50.0,bug,grass,Nurturing ,45,3840,"['Swarm', 'Chlorophyll', 'Overcoat']",1059860,70,75,103,80,70,80,92,5,0,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5
Venipede,543,50.0,bug,poison,Centipede ,255,3840,"['Poison Point', 'Swarm', 'Speed Boost']",1059860,70,30,45,59,30,39,57,5,0,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
Whirlipede,544,50.0,bug,poison,Curlipede ,120,3840,"['Poison Point', 'Swarm', 'Speed Boost']",1059860,70,40,55,99,40,79,47,5,0,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
Scolipede,545,50.0,bug,poison,Megapede ,45,5120,"['Poison Point', 'Swarm', 'Speed Boost']",1059860,70,60,100,89,55,69,112,5,0,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
Cottonee,546,50.0,grass,fairy,Cotton Puff ,190,5120,"['Prankster', 'Infiltrator', 'Chlorophyll']",1000000,70,40,27,60,37,50,66,5,0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5
Whimsicott,547,50.0,grass,fairy,Windveiled ,75,5120,"['Prankster', 'Infiltrator', 'Chlorophyll']",1000000,70,60,67,85,77,75,116,5,0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5
Petilil,548,0.0,grass,No Secondary Type,Bulb ,190,5120,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",1000000,70,45,35,50,70,50,30,5,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Lilligant,549,0.0,grass,No Secondary Type,Flowering ,75,5120,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",1000000,70,70,60,75,110,75,90,5,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Basculin,550,50.0,water,No Secondary Type,Hostile ,25,10240,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",1000000,70,70,92,65,80,55,98,5,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Sandile,551,50.0,ground,dark,Desert Croc ,180,5120,"['Intimidate', 'Moxie', 'Anger Point']",1059860,70,50,72,35,35,35,65,5,0,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0
Krokorok,552,50.0,ground,dark,Desert Croc ,90,5120,"['Intimidate', 'Moxie', 'Anger Point']",1059860,70,60,82,45,45,45,74,5,0,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0
Krookodile,553,50.0,ground,dark,Intimidation ,45,5120,"['Intimidate', 'Moxie', 'Anger Point']",1059860,70,95,117,80,65,70,92,5,0,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0
Darumaka,554,50.0,fire,No Secondary Type,Zen Charm ,120,5120,"['Hustle', 'Inner Focus']",1059860,70,70,90,45,15,45,50,5,0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Darmanitan,555,50.0,fire,fire,Blazing ,60,5120,"['Sheer Force', 'Zen Mode']",1059860,70,105,30,105,140,105,55,5,0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Maractus,556,50.0,grass,No Secondary Type,Cactus ,255,5120,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",1000000,70,75,86,67,106,67,60,5,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Dwebble,557,50.0,bug,rock,Rock Inn ,190,5120,"['Sturdy', 'Shell Armor', 'Weak Armor']",1000000,70,50,65,85,35,35,55,5,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
